,,,,
郡望府 毛坯大三房  南北通透  采光无遮挡 诚售,89平米4/21层,德意空港国际萧山-空港新城 靖江路618号,整租朝南,280 元/月
整租 下城区 精装两室一厅地铁好房 周围都是大卖场,90平米10/22层,北景莲趣苑下城-北景园 回龙路162号,整租朝南,2500 元/月
潮鸣 蛋壳直租活动房源 管家管理 押一付一 看房电联,9平米12/25层,"['\n                                                            ', '\xa0\xa0\n                                                                                ']",合租朝南,870 元/月
整租 下城区 精装两室一厅地铁好房 周围都是大卖场,90平米10/22层,北景莲趣苑下城-北景园 回龙路162号,整租朝南,2500 元/月
潮鸣 蛋壳直租活动房源 管家管理 押一付一 看房电联,60平米3/7层,望江家园西园上城-近江 沙地路23号,整租南北1/4号线,3800 元/月
整租 下城区 精装两室一厅地铁好房 周围都是大卖场,90平米10/22层,北景莲趣苑下城-北景园 回龙路162号,整租朝南,2500 元/月
潮鸣 蛋壳直租活动房源 管家管理 押一付一 看房电联,90平米10/22层,北景莲趣苑下城-北景园 回龙路162号,整租朝南,2500 元/月
整租 下城区 精装两室一厅地铁好房 周围都是大卖场,90平米10/22层,北景莲趣苑下城-北景园 回龙路162号,整租朝南,2500 元/月
潮鸣 蛋壳直租活动房源 管家管理 押一付一 看房电联,90平米10/22层,北景莲趣苑下城-北景园 回龙路162号,整租朝南,2500 元/月
整租 下城区 精装两室一厅地铁好房 周围都是大卖场,90平米10/22层,北景莲趣苑下城-北景园 回龙路162号,整租朝南,2500 元/月
潮鸣 蛋壳直租活动房源 管家管理 押一付一 看房电联,90平米10/22层,北景莲趣苑下城-北景园 回龙路162号,整租朝南,2500 元/月
整租 下城区 精装两室一厅地铁好房 周围都是大卖场,90平米10/22层,北景莲趣苑下城-北景园 回龙路162号,整租朝南,2500 元/月
潮鸣 蛋壳直租活动房源 管家管理 押一付一 看房电联,90平米10/22层,北景莲趣苑下城-北景园 回龙路162号,整租朝南,2500 元/月
整租 下城区 精装两室一厅地铁好房 周围都是大卖场,90平米10/22层,北景莲趣苑下城-北景园 回龙路162号,整租朝南,2500 元/月
潮鸣 蛋壳直租活动房源 管家管理 押一付一 看房电联,90平米10/22层,北景莲趣苑下城-北景园 回龙路162号,整租朝南,2500 元/月
整租 下城区 精装两室一厅地铁好房 周围都是大卖场,90平米10/22层,北景莲趣苑下城-北景园 回龙路162号,整租朝南,2500 元/月
下沙沿江 民用水电 直通地铁 情侣或单身人士都适合,90平米10/22层,北景莲趣苑下城-北景园 回龙路162号,整租朝南,2500 元/月
